OTL ID,Title,Copyright Year,Contributors,Publisher,Description,License,library URL,Subject 1,Subject 2,
142,The Sustainable Business Case Book,2012,Ross Gittell - Author / Matt Magnusson - Author / Michael Merenda - Author,Saylor Foundation,"The issue of sustainability and specifically sustainable business is of increasing interest and importance to students of business and also students in the sciences, government, public policy, planning and other fields. There can be significant benefits from students learning about sustainable business from the rich experiences of business practice. The Sustainable Business Case Book by Gittell, Magnusson and Merenda is one of the first of its kind. It combines the the theory of sustainability with key concepts, analytical information and contextual information with a collection of cases which provide insights, perspective and practical guidance on how sustainable businesses operate from different business functional area perspectives. The Sustainable Business Case Book can be used as a stand-alone text or as a supplemental textbook for undergraduate courses that have an interest in sustainable business. While the book's primary focus is on the relationship between business and sustainability, the book can also be used in courses offered in fields other than business, including environmental and earth systems sciences, environmental studies, urban planning, economics and public policy. The first part of The Sustainable Business Case Book, Chapter 1 through Chapter 3, introduces students to the meaning of sustainability, and the practice of sustainable business. The introductory chapters also describe key concepts, analytical frameworks, and contextual information relevant for the understanding of business sustainability. Chapter 1, defines sustainability and describes how and why businesses choose to engage in sustainable practices and how sustainable business practices relate to corporate profitability and social responsibility. Chapters 2 and 3 provide important background and contextual information affecting sustainable business practice. Chapter 2, The Science of Sustainability, reviews scientific evidence about climate change and the human and business influences on climate change. Chapter 3, Sustainability, Public Policy and Business, describes the significant role of government and public policy in sustainability, including setting the rules, regulations and laws that define the market and market opportunities for sustainable business practice. After presenting a framework for understanding business engagement in sustainability and helping your students develop a core background of information on sustainable business seven case studies across the business disciplines illustrating business sustainability practices are presented. At the beginning of each case study chapter Learning Objectives are listed with major sustainable business points and principles that the case will illustrate and illuminate. Each case chapter includes listing of Key Takeaways, Key Terms and Exercises for students. In each case chapter, there are four main areas of focus: Context and motivating interest in sustainability for company; Description of the sustainable business practice and how it was implemented; Results in terms of changes in sales/revenues, costs, profits and competitive positioning from the sustainable business practice; Challenges and opportunities, and future considerations as a result of the company implementing the sustainable business practice.",Attribution-NonCommercial-ShareAlike,https://open.umn.edu/opentextbooks/textbooks/the-sustainable-business-case-book,Business - Management,,
143,"Mass Communication, Media, and Culture - An Introduction to Mass Communication",2016,,University of Minnesota Libraries Publishing,"According to the author, the world did not need another introductory text in mass communication. But the world did need another kind of introductory text in mass communication, and that is how Understanding Media and Culture: An Introduction to Mass Communication was birthed. The only question was: What would be the purpose of another introductory mass communication text? Understanding Media and Culture: An Introduction to Mass Communication was written to squarely emphasize media technology. The author believes that an introduction to mass communication text should be a compelling, historical narrative sketching the *ongoing evolution* of media technology and how that technology shapes and is shaped by culture — and that is what he set out to deliver with his new textbook. Today's students are immersed in media technology. They live in a world of cell phones, smart phones, video games, iPods, laptops, Facebook, Twitter, FourSquare, and more. They fully expect that new technology will be developed tomorrow. Yet students often lack an historical perspective on media technology. They lack knowledge of the social, political and economic forces that shape media technology. This is not knowledge for knowledge's sake. It is knowledge that can help them understand, comprehend, appreciate, anticipate, shape and control media technology. With this focus, Understanding Media and Culture becomes an appropriate title. Indeed, the title has particular significance. Marshall McLuhan's Understanding Media is a key text in media studies. Written in the 1960s, Understanding Media was the subject of intense debates that continue to this day. Its central message was that the technology of media — not their content — was their most important feature. In a typically pithy phrase, McLuhan said, ""The medium is the message."" The title, Understanding Media and Culture: An Introduction to Mass Communication, situates the introductory text in a large, engrossing theoretical conversation. The goal is to adopt a textbook that will support and complement your teaching of this course. Understanding Media and Culture: An Introduction to Mass Communication will support an engaging and interesting course experience for students that will not only show them the powerful social, political and economic forces will affect the future of media technology, but will challenge students to do their part in shaping that future.",Attribution-NonCommercial-ShareAlike,https://open.umn.edu/opentextbooks/textbooks/understanding-media-and-culture-an-introduction-to-mass-communication,"Journalism, Media Studies & Communications - New Media Journalism",,
144,Programming Fundamentals - A Modular Structured Approach using C++,2013,Kenneth Leroy Busbee - Author,OpenStax CNX,"Programming Fundamentals - A Modular Structured Approach using C++ is written by Kenneth Leroy Busbee, a faculty member at Houston Community College in Houston, Texas. The materials used in this textbook/collection were developed by the author and others as independent modules for publication within the Connexions environment. Programming fundamentals are often divided into three college courses: Modular/Structured, Object Oriented and Data Structures. This textbook/collection covers the first of those three courses. The learning modules of this textbook/collection were written as standalone modules. Students using a collection of modules as a textbook will usually view it contents by reading the modules sequentially as presented by the author of the collection. The learning modules of this textbook/collection were, for the most part, written without consideration of a speci??c programming language. In many cases the C++ language is discussed as part of the explanation of the concept. Often the examples used for C++ are exactly the same for the Java programming language. However, some modules were written speci??cally for the C++ programming language. This could not beavoided as the C++ language is used in conjunction with this textbook/collection by the author in teaching college courses.",Attribution,https://open.umn.edu/opentextbooks/textbooks/programming-fundamentals-a-modular-structured-approach-using-c,Computer Science - Programming Languages,,
150,Algorithms and Data Structures With Applications to Graphics and Geometry,2011,Jurg Nievergelt - Author / Klaus Hinrichs - Author,Global Text Project,An introductory coverage of algorithms and data structures with application to graphics and geometry.,Attribution,https://open.umn.edu/opentextbooks/textbooks/algorithms-and-data-structures-with-applications-to-graphics-and-geometry,Computer Science,Mathematics - Pure,
153,Educational Psychology - Second Edition,2009,Kelvin Seifert - Author / Rosemary Sutton - Author,University of Manitoba,"Chapters in the text can be assigned either from beginning to end, as with a conventional printed book, or they can be selected in some other sequence to meet the needs of particular students or classes. In general the first half of the book focuses on broader questions and principles taken from psychology per se, and the second half focuses on somewhat more practical issues of teaching. But the division between “theory” and “practice” is only approximate; all parts of the book draw on research, theory, and practical wisdom wherever appropriate. Chapter 2 is about learning theory, and Chapter 3 is about development; but as we point out, these topics overlap with each other as well as with the concerns of daily teaching. Chapter 4 is about several forms of student diversity (what might be called individual differences in another context), and Chapter 5 is about one form of diversity that has become prominent in schools recently—students with disabilities. Chapter 6 is about motivation, a topic that is heavily studied by psychological researchers, but that also poses perennial challenges to classroom teachers. Following these somewhat more basic psychological chapters, we turn to several lasting challenges of classroom life—challenges that seem to be an intrinsic part of the job. Chapter 7 offers ideas about classroom management; Chapter 8, ideas about communicating with students; Chapter 9, about ways to assist students' complex forms of thinking; and Chapter 10, about planning instruction systematically. The book closes with two chapters about assessment of learning: Chapter 11 focuses on teachers' own efforts to assess students, and Chapter 12 focuses on standardized measures of assessment. We have organized material and features in ways that we hope will allow for a variety of students, instructors, and institutions to use the book. For instructors and courses that seek a strong focus on research and the research process, for example, we have included an extra “chapter” on research methods—Appendix C, “The Reflective Practitioner”—that discusses the nature of research and the research process. We have also included a set of research-related case studies in Appendix B, “Deciding for yourself about the research”, that describe a number of particular educational research programs or topics in detail and that invite students to reflect on the quality and implications of the research. Whether or not a strong focus on research is a priority in your particular course, there are additional features of the book that are intended to help students in learning about educational psychology. In particular, each chapter ends with a “Chapter summary”, a list of “Key terms”, and links to Internet sites (called “Further resources”) relevant to the themes of the chapter. One of the sites that is cited frequently and that may be particularly helpful to instructors is the teachingedpsych wiki (http://teachingedpsych.wikispaces.com/), an archive of hundreds of teaching and learning materials that supports the teaching of introductory educational psychology. Teachingedpsych is a project of the Special Interest Group on the Teaching of Educational Psychology (TEP SIG), affiliated with the American Educational Research Association. All in all, we hope that you find Educational Psychology a useful and accessible part of your education. If you are preparing to be a teacher, good luck with your studies and your future! If you are an instructor, good luck with helping your students learn about this subject!",Attribution,https://open.umn.edu/opentextbooks/textbooks/educational-psychology,Education,Social Sciences - Psychology,
154,Fundamentals of Mathematics,2008,Denny Burzynski - Author / Wade Ellis - Author,OpenStax CNX,"Fundamentals of Mathematics is a work text that covers the traditional study in a modern prealgebra course, as well as the topics of estimation, elementary analytic geometry, and introductory algebra. It is intended for students who: have had previous courses in prealgebra wish to meet the prerequisites of higher level courses such as elementary algebra need to review fundamental mathematical concenpts and techniques This text will help the student devlop the insight and intuition necessary to master arithmetic techniques and manipulative skills. It was written with the following main objectives: to provide the student with an understandable and usable source of information to provide the student with the maximum oppurtinity to see that arithmetic concepts and techniques are logically based to instill in the student the understanding and intuitive skills necessary to know how and when to use particular arithmetic concepts in subsequent material cources and nonclassroom situations to give the students the ability to correctly interpret arithmetically obtained results We have tried to meet these objects by presenting material dynamically much the way an instructure might present the material visually in a classroom. (See the development of the concept of addition and subtraction of fractions in section 5.3 for examples) Intuition and understanding are some of the keys to creative thinking, we belive that the material presented in this text will help students realize that mathematics is a creative subject.",Attribution,https://open.umn.edu/opentextbooks/textbooks/fundamentals-of-mathematics,Mathematics - Pure,,
155,The Adventure of Physics - Vol. II: Relativity,1990,Christoph Schiller - Author,Motion Mountain,"This book is written for anybody who is curious about nature and motion. Curiosity about how people, animals, things, images and empty space move leads to many adven- tures. This volume presents the best of them in the domains of relativity and cosmology. In the study of motion – physics – special and general relativity form two important building blocks. Special relativity is the exploration of the energy speed limit c. General relativity is the exploration of the force limit c4/4G. The text shows that in both domains, all equations follow from these two limit values. This simple, intuitive and unusual way of learning relativity should reward the curiosity of every reader – whether student or professional. The present volume is the second of a six-volume overview of physics that arose from a threefold aim that I have pursued since 1990: to present motion in a way that is simple, up to date and captivating. In order to be simple, the text focuses on concepts, while keeping mathematics to the necessary minimum. Understanding the concepts of physics is given precedence over using formulae in calculations. The whole text is within the reach of an undergraduate. In order to be up to date, the text is enriched by the many gems – both theoretical and empirical – that are scattered throughout the scientific literature. In order to be captivating, the text tries to startle the reader as much as possible. Read- ing a book on general physics should be like going to a magic show. We watch, we are astonished, we do not believe our eyes, we think, and finally we understand the trick. When we look at nature, we often have the same experience. Indeed, every page presents at least one surprise or provocation for the reader to think about. Numerous interesting challenges are proposed. The motto of the text, die Menschen stärken, die Sachen klären, a famous statement by Hartmut von Hentig on pedagogy, translates as: ‘To fortify people, to clarify things.' Clar- ifying things – and adhering only to the truth – requires courage, as changing the habits of thought produces fear, often hidden by anger. But by overcoming our fears we grow in strength. And we experience intense and beautiful emotions. All great adventures in life allow this, and exploring motion is one of them. Enjoy it!",Attribution-NonCommercial-NoDerivs,https://open.umn.edu/opentextbooks/textbooks/the-adventure-of-physics-vol-ii-relativity,Natural Sciences - Physics,,
156,"The Adventure of Physics - Vol. III: Light, Charges, and Brains",1990,Christoph Schiller - Author,Motion Mountain,"This book is written for anybody who is curious about nature and motion. Curiosity about how people, animals, things, images and space move leads to many adventures. This volume presents the adventures one encounters when exploring everything electric. The story ranges from the weighing of electric current to the use of magnetic fields to heal bone fractures and up to the understanding of the human brain. In the structure of physics, shown in Figure 1, motion due to electricity is the most fascinating aspect of the starting point at the bottom. Indeed, almost everything around us is due to electric processes. The present introduction to electricity, magnetism, light and the brain is the third of a six-volume overview of physics that arose from a threefold aim that I have pursued since 1990: to present motion in a way that is simple, up to date and captivating. In order to be simple, the text focuses on concepts, while keeping mathematics to the necessary minimum. Understanding the concepts of physics is given precedence over using formulae in calculations. The whole text is within the reach of an undergraduate. In order to be up to date, the text is enriched by the many gems – both theoretical and empirical – that are scattered throughout the scientific literature. In order to be captivating, the text tries to startle the reader as much as possible. Read- ing a book on general physics should be like going to a magic show. We watch, we are astonished, we do not believe our eyes, we think, and finally we understand the trick. When we look at nature, we often have the same experience. Indeed, every page presents at least one surprise or provocation for the reader to think about. Numerous interesting challenges are proposed. The motto of the text, die Menschen stärken, die Sachen klären, a famous statement by Hartmut von Hentig on pedagogy, translates as: ‘To fortify people, to clarify things.' Clar- ifying things – and adhering only to the truth – requires courage, as changing the habits of thought produces fear, often hidden by anger. But by overcoming our fears we grow in strength. And we experience intense and beautiful emotions. All great adventures in life allow this, and exploring motion is one of them. Enjoy it!",Attribution-NonCommercial-NoDerivs,https://open.umn.edu/opentextbooks/textbooks/the-adventure-of-physics-vol-iii-light-charges-and-brains,Natural Sciences - Physics,,
157,The Adventure of Physics - Vol. IV: The Quantum of Change,1990,Christoph Schiller - Author,Motion Mountain,"This book is written for anybody who is curious about nature and motion. Have you ever asked: Why do people, animals, things, images and space move? The answer leads to many adventures; this volume presents those due to the discovery that there is a smallest change value in nature. This smallest change value, the quantum of action, leads to what is called quantum physics. In the structure of modern physics, quantum physics covers three points; this volume covers the introduction to the point in the lower right: the foundations of quantum theory. The present introduction to quantum physics arose from a threefold aim I have pursued since 1990: to present the basics of motion in a way that is simple, up to date and captivating. In order to be simple, the text focuses on concepts, while keeping mathematics to the necessary minimum. Understanding the concepts of physics is given precedence over using formulae in calculations. The whole text is within the reach of an undergraduate. In order to be up to date, the text is enriched by the many gems – both theoretical and empirical – that are scattered throughout the scientific literature. In order to be captivating, the text tries to startle the reader as much as possible. Read- ing a book on general physics should be like going to a magic show. We watch, we are astonished, we do not believe our eyes, we think, and finally we understand the trick. When we look at nature, we often have the same experience. Indeed, every page presents at least one surprise or provocation for the reader to think about. Numerous interesting challenges are proposed. The motto of the text, die Menschen stärken, die Sachen klären, a famous statement by Hartmut von Hentig on pedagogy, translates as: ‘To fortify people, to clarify things.' Clarifying things – and adhering only to the truth – requires courage, as changing the habits of thought produces fear, often hidden by anger. But by overcoming our fears we grow in strength. And we experience intense and beautiful emotions. All great adventures in life allow this, and exploring motion is one of them. Enjoy it!",Attribution-NonCommercial-NoDerivs,https://open.umn.edu/opentextbooks/textbooks/the-adventure-of-physics-vol-iv-the-quantum-of-change,Natural Sciences - Physics,,
158,"The Adventure of Physics - Vol. V: Motion Inside Matter - Pleasure, Technology, and Stars",1990,Christoph Schiller - Author,Motion Mountain,"This book is written for anybody who is curious about nature and motion. Curiosity about how bodies, images and empty space move leads to many adventures. This volume presents the best adventures about the motion inside people, inside animals, and inside any other type of matter – from the largest stars to the smallest nuclei. Motion inside bodies – dead or alive – is described by quantum theory. Quantum theory describes all motion with the quantum of action h, the smallest change observed in nature. Building on this basic idea, the text first shows how to describe life, death and pleasure. Then, the text explains the observations of chemistry, materials science, astrophysics and particle physics. In the structure of physics, these topics correspond to the three ‘quantum' points in Figure 1. The story of motion inside living and non-living matter, from the coldest gases to the hottest stars, is told here in a way that is simple, up to date and captivating. In order to be simple, the text focuses on concepts, while keeping mathematics to the necessary minimum. Understanding the concepts of physics is given precedence over using formulae in calculations. The whole text is within the reach of an undergraduate. In order to be up to date, the text is enriched by the many gems – both theoretical and empirical – that are scattered throughout the scientific literature. In order to be captivating, the text tries to startle the reader as much as possible. Read- ing a book on physics should be like going to a magic show. We watch, we are astonished, we do not believe our eyes, we think, and finally we understand the trick. When we look at nature, we often have the same experience. Indeed, every page presents at least one sur- prise that makes the reader think. Also numerous interesting challenges are proposed. The motto of the text, die Menschen stärken, die Sachen klären, a famous statement by Hartmut von Hentig on pedagogy, translates as: ‘To fortify people, to clarify things.' Clar- ifying things – and adhering only to the truth – requires courage, as changing the habits of thought produces fear, often hidden by anger. But by overcoming our fears we grow in strength. And we experience intense and beautiful emotions. All great adventures in life allow this, and exploring motion is one of them. Enjoy it!",Attribution-NonCommercial-NoDerivs,https://open.umn.edu/opentextbooks/textbooks/the-adventure-of-physics-vol-v-motion-inside-matter-pleasure-technology-and-stars,Natural Sciences - Physics,,
159,The Adventure of Physics - Vol. VI: The Strand Model - A Speculation on Unification,2008,Christoph Schiller - Author,Motion Mountain,"This book is written for anybody who is intensely curious about nature and motion. Have you ever asked: Why do people, animals, things, images and empty space move? The answer leads to many adventures, and this book presents one of the best of them: the search for a precise, unified and final description of all motion. The wish to describe all motion is a large endeavour. Fortunately, this large endeavour can be structured in the simple diagram shown in Figure 1. The final and unified descrip- tion of motion, the topic of this book, corresponds to the highest point in the diagram. Searching for this final and unified description is an old quest. In the following, I briefly summarize its history and then present an intriguing, though speculative solution to the riddle. The search for the final, unified description of motion is a story of many surprises. For example, twentieth-century research has shown that there is a smallest distance in nature. Research has also shown that matter cannot be distinguished from empty space at those small distances. A last surprise dates from this century: particles and space are best described as made of strands, instead of little spheres or points. The present text explains how to reach these unexpected conclusions. In particular, quantum field theory, the standard model of particle physics, general relativity and cosmology are shown to follow from strands. The three gauge interactions, the three particle generations and the three dimensions of space turn out to be due to strands. In fact, all the open questions of twentieth-century physics about the foundations of motion, all the millennium issues, can be solved with the help of strands. The strand model, as presented in this text, is an unexpected result from a threefold aim that I have pursued since 1990, in the five previous volumes of this series: to present the basics of motion in a way that is up to date, captivating and simple. In retrospect, the aim for maximum simplicity has been central in deducing this speculation. While the previous volumes introduced, in an entertaining way, the established parts of physics, this volume presents, in the same entertaining and playful way, a speculation about uni- fication. Nothing in this volume is established knowledge – yet. The text is the original presentation of the topic. The search for a final theory is one of the great adventures of life: it leads to the limits of thought. The search overthrows our thinking habits about nature. A change in think- ing habits can produce fear, often hidden by anger. But by overcoming our fears we gain strength and serenity. Changing thinking habits thus requires courage, but it also pro- duces intense and beautiful emotions. Enjoy them!",Attribution-NonCommercial-NoDerivs,https://open.umn.edu/opentextbooks/textbooks/the-adventure-of-physics-vol-vi-the-strand-model-a-speculation-on-unification,Natural Sciences - Physics,,
160,Applied Discrete Structures,2017,Alan Doerr - Author / Kenneth Levasseur - Author,Alan Doerr & Kenneth Levasseur,"In writing this book, care was taken to use language and examples that gradually wean students from a simpleminded mechanical approach andmove them toward mathematical maturity. We also recognize that many students who hesitate to ask for help from an instructor need a readable text, and we have tried to anticipate the questions that go unasked. The wide range of examples in the text are meant to augment the ""favorite examples"" that most instructors have for teaching the topcs in discrete mathematics. To provide diagnostic help and encouragement, we have included solutions and/or hints to the odd-numbered exercises. These solutions include detailed answers whenever warranted and complete proofs, not just terse outlines of proofs. Our use of standard terminology and notation makes Applied Discrete Structures a valuable reference book for future courses. Although many advanced books have a short review of elementary topics, they cannot be complete. The text is divided into lecture-length sections, facilitating the organization of an instructor's presentation.Topics are presented in such a way that students' understanding can be monitored through thought-provoking exercises. The exercises require an understanding of the topics and how they are interrelated, not just a familiarity with the key words. An Instructor's Guide is available to any instructor who uses the text. It includes: Chapter-by-chapter comments on subtopics that emphasize the pitfalls to avoid; Suggested coverage times; Detailed solutions to most even-numbered exercises; Sample quizzes, exams, and final exams. This textbook has been used in classes atCasper College (WY), Grinnell College (IA), Luzurne Community College (PA), University of the Puget Sound (WA).",Attribution-NonCommercial-ShareAlike,https://open.umn.edu/opentextbooks/textbooks/applied-discrete-structures,Mathematics - Applied,,
161,Operating Systems and Middleware: Supporting Controlled Interaction,2011,Max Hailperin - Author,Max Hailperin,"In this book, you will learn about all three kinds of interaction. In all three cases, interesting software techniques are needed in order to bring the computations into contact, yet keep them suffciently at arm's length that they don't compromise each other's reliability. The exciting challenge, then, is supporting controlled interaction. This includes support for computations that share a single computer and interact with one another, as your email and word processing programs do. It also includes support for data storage and network communication. This book describes how all these kinds of support are provided both by operating systems and by additional software layered on top of operating systems, which is known as middleware. Chapter 1 provides an overview of the text as a whole, explaining what an operating system is, what middleware is, and what sorts of support these systems provide for controlled interaction. The next nine chapters work through the varieties of controlled interac- tion that are exemplified by the scenario at the beginning of the preface: in- teraction between concurrent computations on the same system (as between your email program and your word processor), interaction across time (as between your word processor before your trip and your word processor after your trip), and interaction across space (as between your email program and your service provider's email server). The first of these three topics is controlled interaction between computa- tions operating at one time on a particular computer. Before such interaction can make sense, you need to understand how it is that a single computer can be running more than one program, such as an email program in one window and a word processing program in another. Therefore, Chapter 2 explains the fundamental mechanism for dividing a computer's attention between concurrent computations, known as threads. Chapter 3 continues with the related topic of scheduling. That is, if the computer is dividing its time between computations, it needs to decide which ones to work on at any moment. With concurrent computations explained, Chapter 4 introduces con- trolled interactions between them by explaining synchronization, which is control over the threads' relative timing. For example, this chapter explains how, when your email program sends a document to your word processor, the word processor can be constrained to read the document only after the email program writes it. One particularly important form of synchroniza- tion, atomic transactions, is the topic of Chapter 5. Atomic transactions are groups of operations that take place as an indivisible unit; they are most commonly supported by middleware, though they are also playing an increasing role in operating systems. Other than synchronization, the main way that operating systems con- trol the interaction between computations is by controlling their access to memory. Chapter 6 explains how this is achieved using the technique known as virtual memory. That chapter also explains the many other objectives this same technique can serve. Virtual memory serves as the foundation for Chapter 7's topic, which is processes. A process is the fundamental unit of computation for protected access, just as a thread is the fundamental unit of computation for concurrency. A process is a group of threads that share a protection environment; in particular, they share the same access to virtual memory. The next three chapters move outside the limitations of a single com- puter operating in a single session. First, consider the document stored before a trip and available again after it. Chapter 8 explains persistent storage mechanisms, focusing particularly on the file storage that operat- ing systems provide. Second, consider the interaction between your email program and your service provider's email server. Chapter 9 provides an overview of networking, including the services that operating systems make available to programs such as the email client and server. Chapter 10 ex- tends this discussion into the more sophisticated forms of support provided by communication middleware, such as messaging systems, RMI, and web services. Finally, Chapter 11 focuses on security. Because security is a pervasive issue, the preceding ten chapters all provide some information on it as well. Specifically, the final section of each chapter points out ways in which se- curity relates to that chapter's particular topic. However, even with that coverage distributed throughout the book, a chapter specifically on security is needed, primarily to elevate it out of technical particulars and talk about general principles and the human and organizational context surrounding the computer technology. The best way to use these chapters is in consecutive order. However, Chapter 5 can be omitted with only minor harm to Chapters 8 and 10, and Chapter 9 can be omitted if students are already suffciently familiar with networking.",Attribution-ShareAlike,https://open.umn.edu/opentextbooks/textbooks/operating-systems-and-middleware-supporting-controlled-interaction,Computer Science,,
165,Writing Spaces: Readings on Writing Vol. II,2011,Charlie Lowe - Author / Pavel Zemliansky - Author,Parlor Press,"Volumes in Writing Spaces: Readings on Writing offer multiple perspectives on a wide-range of topics about writing. In each chapter, authors present their unique views, insights, and strategies for writing by addressing the undergraduate reader directly. Drawing on their own experiences, these teachers-as-writers invite students to join in the larger conversation about the craft of writing. Consequently, each essay functions as a standalone text that can easily complement other selected readings in writing or writing-intensive courses across the disciplines at any level. Volume 2 continues the tradition of the previous volume with topics, such as the rhetorical situation, collaboration, documentation styles, weblogs, invention, writing assignment interpretation, reading critically, information literacy, ethnography, interviewing, argument, document design, and source integration.",Attribution-NonCommercial-NoDerivs,https://open.umn.edu/opentextbooks/textbooks/writing-spaces-readings-on-writing-vol-ii,"Humanities - Literature, Rhetoric, and Poetry",,
166,Foundations of Computation,2011,Carol Critchlow - Author / David Eck - Author,Carol Crichlow and David Eck,"Foundations of Computation is a free textbook for a one-semester course in theoretical computer science. It has been used for several years in a course at Hobart and William Smith Colleges. The course has no prerequisites other than introductory computer programming. The first half of the course covers material on logic, sets, and functions that would often be taught in a course in discrete mathematics. The second part covers material on automata, formal languages, and grammar that would ordinarily be encountered in an upper level course in theoretical computer science.",Attribution-NonCommercial-ShareAlike,https://open.umn.edu/opentextbooks/textbooks/foundations-of-computation,Computer Science,,
167,Biology - 2e,2018,Mary Ann Clark - Author / Jung Choi - Author / Matthew Douglas - Author,OpenStax,"Biology 2e is designed to cover the scope and sequence requirements of a typical two-semester biology course for science majors. The text provides comprehensive coverage of foundational research and core biology concepts through an evolutionary lens. Biology includes rich features that engage students in scientific inquiry, highlight careers in the biological sciences, and offer everyday applications. The book also includes various types of practice and homework questions that help students understand—and apply—key concepts. The 2nd edition has been revised to incorporate clearer, more current, and more dynamic explanations, while maintaining the same organization as the first edition. Art and illustrations have been substantially improved, and the textbook features additional assessments and related resources.",Attribution,https://open.umn.edu/opentextbooks/textbooks/biology-2e,Natural Sciences - Biology,,
168,Concepts of Biology,2023,Samantha Fowler - Author / Rebecca Roush - Author / James Wise - Author,OpenStax,"Concepts of Biology is designed for the typical introductory biology course for nonmajors, covering standard scope and sequence requirements. The text includes interesting applications and conveys the major themes of biology, with content that is meaningful and easy to understand. The book is designed to demonstrate biology concepts and to promote scientific literacy.",Attribution,https://open.umn.edu/opentextbooks/textbooks/concepts-of-biology,Natural Sciences - Biology,,
169,Anatomy and Physiology 2e - 2e,2021,J. Gordon Betts - Author / Kelly A. Young - Author / James A Wise - Author,OpenStax,"Anatomy and Physiology 2e is developed to meet the scope and sequence for a two-semester human anatomy and physiology course for life science and allied health majors. The book is organized by body systems. The revision focuses on inclusive and equitable instruction and includes new student support. Illustrations have been extensively revised to be clearer and more inclusive. The web-based version of Anatomy and Physiology 2e also features links to surgical videos, histology, and interactive diagrams. Please learn more about the changes by previewing the preface.",Attribution,https://open.umn.edu/opentextbooks/textbooks/anatomy-and-physiology,Natural Sciences - Biology,,
170,"Mind, Body, World: Foundations of Cognitive Science",2013,Michael R. W. Dawson - Author,Athabasca University Press,"Cognitive science arose in the 1950s when it became apparent that a number of disciplines, including psychology, computer science, linguistics, and philosophy, were fragmenting. Perhaps owing to the field's immediate origins in cybernetics, as well as to the foundational assumption that cognition is information processing, cognitive science initially seemed more unified than psychology. However, as a result of differing interpretations of the foundational assumption and dramatically divergent views of the meaning of the term information processing, three separate schools emerged: classical cognitive science, connectionist cognitive science, and embodied cognitive science. Examples, cases, and research findings taken from the wide range of phenomena studied by cognitive scientists effectively explain and explore the relationship among the three perspectives. Intended to introduce both graduate and senior undergraduate students to the foundations of cognitive science, Mind, Body, World addresses a number of questions currently being asked by those practicing in the field: What are the core assumptions of the three different schools? What are the relationships between these different sets of core assumptions? Is there only one cognitive science, or are there many different cognitive sciences? Giving the schools equal treatment and displaying a broad and deep understanding of the field, Dawson highlights the fundamental tensions and lines of fragmentation that exist among the schools and provides a refreshing and unifying framework for students of cognitive science.",Attribution-NonCommercial-NoDerivs,https://open.umn.edu/opentextbooks/textbooks/mind-body-world-foundations-of-cognitive-science,Natural Sciences,Social Sciences - Psychology,
171,Open Data Structures: An Introduction,2013,Pat Morin - Author,Athabasca University Press,"Offered as an introduction to the field of data structures and algorithms, Open Data Structures covers the implementation and analysis of data structures for sequences (lists), queues, priority queues, unordered dictionaries, ordered dictionaries, and graphs. Focusing on a mathematically rigorous approach that is fast, practical, and efficient, Morin clearly and briskly presents instruction along with source code. Analyzed and implemented in Java, the data structures presented in the book include stacks, queues, deques, and lists implemented as arrays and linked-lists; space-efficient implementations of lists; skip lists; hash tables and hash codes; binary search trees including treaps, scapegoat trees, and red-black trees; integer searching structures including binary tries, x-fast tries, and y-fast tries; heaps, including implicit binary heaps and randomized meldable heaps; graphs, including adjacency matrix and adjacency list representations; and B-trees. A modern treatment of an essential computer science topic, Open Data Structures is a measured balance between classical topics and state-of-the art structures that will serve the needs of all undergraduate students or self-directed learners.",Attribution-NonCommercial-NoDerivs,https://open.umn.edu/opentextbooks/textbooks/open-data-structures-an-introduction,Computer Science,,
172,"Contract Doctrine, Theory & Practice Volume 3",2012,J.H. Verkerke - Author,CALI's eLangdell® Press,"This is Volume 3 in a three volume series written for Contracts Law. Its former title is ""Collaborative Teaching Materials for Contracts."" The first semester of law school is mostly about learning to speak a new legal language (but emphatically not “legalese”), to formulate and evaluate legal arguments, to become comfortable with the distinctive style of legal analysis. We could teach these skills using almost any legal topic. But we begin the first-year curriculum with subjects that pervade the entire field of law. Contract principles have a long history and they form a significant part of the way that lawyers think about many legal problems. As you will discover when you study insurance law, employment law, family law, and dozens of other practice areas, your knowledge of contract doctrine and theory will be invaluable.",Attribution-ShareAlike,https://open.umn.edu/opentextbooks/textbooks/contract-doctrine-theory-practice-volume-3,Law - Contract Law,,
